iter	Logloss
242	0.2373325393
243	0.2369766572
244	0.23652646
245	0.2361429321
246	0.2358893274
247	0.235574805
248	0.2353086674
249	0.2351043247
250	0.2348481218
251	0.234477725
252	0.2341559873
253	0.2338557285
254	0.2335359292
255	0.2332659474
256	0.2329145567
257	0.2325399096
258	0.2323407001
259	0.2320982135
260	0.2317923667
261	0.2314198459
262	0.2311453349
263	0.2308512775
264	0.2305379322
265	0.2302945062
266	0.2300090731
267	0.229744113
268	0.2295240946
269	0.229152394
270	0.228941091
271	0.2287023678
272	0.2283532971
273	0.2280642022
274	0.227748427
275	0.2274530819
276	0.2272561313
277	0.2270756307
278	0.2267990884
279	0.2265039256
280	0.226380859
281	0.2260289197
282	0.2257894095
283	0.2255511031
284	0.2252724393
285	0.2249204972
286	0.2247076127
287	0.224458795
288	0.2242994126
289	0.224156376
290	0.2240399407
291	0.2238739112
292	0.2236499607
293	0.2233840259
294	0.2232089767
295	0.2229481065
296	0.2226403976
297	0.2223602952
298	0.222122102
299	0.2218443982
300	0.221654022
301	0.2214756174
302	0.2211345311
303	0.2208133686
304	0.220573446
305	0.2202864789
306	0.2202530963
307	0.2201633837
308	0.2199077811
309	0.2196047917
310	0.2194602664
311	0.2192456298
312	0.2191018354
313	0.2188222615
314	0.2186104456
315	0.2183958295
316	0.2182047406
317	0.2180304143
318	0.2178398005
319	0.2176436212
320	0.217598621
321	0.2173426571
322	0.2171493846
323	0.2169671224
324	0.2167273518
325	0.2163646719
326	0.21614028
327	0.2159851371
328	0.215768332
329	0.2155635955
330	0.2153278361
331	0.2151448788
332	0.2149395442
333	0.2147226284
334	0.2144908329
335	0.2142479909
336	0.2141281904
337	0.2139550358
338	0.2138229119
339	0.2136409925
340	0.2135258136
341	0.2133237804
342	0.2130260329
343	0.2129332171
344	0.2127901747
345	0.2125744389
346	0.2124718682
347	0.2123161526
348	0.21212686
349	0.2119566358
350	0.2117898478
351	0.2116933157
352	0.2115140018
353	0.2113825822
354	0.2112111317
355	0.2109389595
356	0.2107241747
357	0.2107087797
358	0.2106732485
359	0.2104161661
360	0.2102381701
361	0.2100444153
362	0.2099623313
363	0.2098469889
364	0.2096056275
365	0.2094598819
366	0.2092087929
367	0.209035361
368	0.2088469409
369	0.2086662902
370	0.208558026
371	0.2084749906
372	0.2083448092
373	0.2082667656
374	0.2082045913
375	0.2080260673
376	0.2079235503
377	0.2076882477
378	0.2075961197
379	0.2074726913
380	0.207172988
381	0.2069976904
382	0.206829913
383	0.2066648739
384	0.20654376
385	0.206471895
386	0.2063923325
387	0.206171909
388	0.2059982016
389	0.2058509338
390	0.2056902484
391	0.2055891842
392	0.2055035035
393	0.2053277971
394	0.2051927543
395	0.204973087
396	0.20488068
397	0.2047140422
398	0.2045713402
399	0.2045146315
400	0.2043872478
401	0.2041142461
402	0.2040391369
403	0.2038234729
404	0.203689014
405	0.2035517273
406	0.2034369713
407	0.203225375
408	0.2031280437
409	0.2030022018
410	0.2028625489
411	0.202785234
412	0.2027012711
413	0.2025844443
414	0.2024601019
415	0.2023205864
416	0.2021512726
417	0.2020739549
418	0.2019120297
419	0.2017959533
420	0.2016867114
421	0.2016138731
422	0.2013657866
423	0.2012268892
424	0.2011005466
425	0.2009656468
426	0.2007490555
427	0.200601243
428	0.2004941135
429	0.2003628167
430	0.2002821302
431	0.2001263017
432	0.1999403791
433	0.1998334512
434	0.1997737377
435	0.1996745096
436	0.199533437
437	0.1994541606
438	0.1993173298
439	0.1992106598
440	0.1990747527
441	0.1989069518
442	0.1987744593
443	0.1986756968
444	0.1985478835
445	0.198420938
446	0.1983198279
447	0.1982504938
448	0.1980837304
449	0.1979592317
450	0.1978240227
451	0.1976527583
452	0.1975867783
453	0.1975137801
454	0.1973188352
455	0.1972015787
456	0.1970695771
457	0.1969409494
458	0.1968270984
459	0.1967536897
460	0.1966424262
461	0.1965861082
462	0.1963434841
463	0.1962210213
464	0.1960553628
465	0.1959143104
466	0.1957876311
467	0.1956340953
468	0.1955118261
469	0.1953546004
470	0.1952708113
471	0.1951040126
472	0.1949691086
473	0.1948178479
474	0.1947629283
475	0.1946353891
476	0.1945640718
477	0.1944801792
478	0.1943568585
479	0.1942360198
480	0.1941796071
481	0.194024393
482	0.1938366872
483	0.1937158314
484	0.1936447546
485	0.1935778401
486	0.1935074218
487	0.1934644332
488	0.1933621753
489	0.1932586608
490	0.1931273784
491	0.1929750288
492	0.1929002821
493	0.1928464896
494	0.1927062519
495	0.192579863
496	0.1924493593
497	0.1923045938
498	0.1921386986
499	0.1920627182
500	0.1919478024
501	0.1918831739
502	0.1918041441
503	0.1917486592
504	0.1916055943
505	0.1914929427
506	0.1914093465
507	0.1913361365
508	0.1911309259
509	0.1910399721
510	0.1908908834
511	0.1908263094
512	0.1907675294
513	0.1906326742
514	0.1905756551
515	0.1904226561
516	0.1903202766
517	0.1901925181
518	0.1900878684
519	0.1900010023
520	0.189911523
521	0.1898081568
522	0.1896341359
523	0.1894977747
524	0.1893596751
525	0.189231056
526	0.1891324289
527	0.1889893191
528	0.1889107526
529	0.1887368306
530	0.1886986348
531	0.1886534385
532	0.1884843388
533	0.1883737359
534	0.188203131
535	0.188126261
536	0.1880424488
537	0.1879591761
538	0.1878536778
539	0.1877176943
540	0.1876100439
541	0.1874577486
542	0.1873498186
543	0.1872594579
544	0.1871213049
545	0.1870606511
546	0.1869895605
547	0.1869164001
548	0.1867654585
549	0.1866871326
550	0.18662863
551	0.1864163464
552	0.1863485579
553	0.1862581782
554	0.1862487998
555	0.1861656026
556	0.1860667362
557	0.186008935
558	0.1859041494
559	0.1857925209
560	0.1856648566
561	0.1856115955
562	0.1854837447
563	0.1853456318
564	0.185249025
565	0.1851094497
566	0.1850740813
567	0.184960018
568	0.1848516278
569	0.1847651712
570	0.1847276323
571	0.1846540337
572	0.1846124904
573	0.1844371821
574	0.1843646259
575	0.184296073
576	0.1842452772
577	0.1841373006
578	0.1839838534
579	0.1838233712
580	0.1837161982
581	0.1836208379
582	0.1835691739
583	0.1834373052
584	0.1834137175
585	0.1832716649
586	0.1831743649
587	0.183043257
588	0.1829758885
589	0.1829030691
590	0.1827813602
591	0.1826837533
592	0.1825721835
593	0.1824542213
594	0.182370474
595	0.1822947713
596	0.1821950476
597	0.1820827145
598	0.1820487971
599	0.1819926854
600	0.1819085315
601	0.1818331026
602	0.1817603637
603	0.1816279986
604	0.1815542266
605	0.1814953337
606	0.1814436367
607	0.1813959498
608	0.1813114365
609	0.1812385832
610	0.1811344334
611	0.1810468431
612	0.1809226151
613	0.1808438517
614	0.1807425944
615	0.1805809086
616	0.1805337602
617	0.1804913919
618	0.1804104412
619	0.1803001802
620	0.1801413473
621	0.1800351329
622	0.1799347119
623	0.1797905787
624	0.17962034
625	0.1794452415
626	0.179394142
627	0.1792782915
628	0.1792299838
629	0.1791758079
630	0.179079426
631	0.1790368693
632	0.1789464039
633	0.1788829617
634	0.1788020424
635	0.1787161817
636	0.1786763905
637	0.1785691974
638	0.1783624564
639	0.1781287889
640	0.1780703264
641	0.1779925725
642	0.1779508582
643	0.1778982185
644	0.1778328279
645	0.1777848925
646	0.177744708
647	0.1776786159
648	0.1775917754
649	0.1775352854
650	0.1774749705
651	0.1774205143
652	0.1773892663
653	0.1772899115
654	0.1772216188
655	0.177159582
656	0.1770994988
657	0.1769687168
658	0.1768910851
659	0.1768120809
660	0.176660345
661	0.1765124141
662	0.1763909103
663	0.1762627919
664	0.1762097925
665	0.1761365789
666	0.176056738
667	0.1760039902
668	0.1759425474
669	0.1758793855
670	0.1758066401
671	0.1756825098
672	0.1755658442
673	0.1754968081
674	0.1753853747
675	0.1753349681
676	0.1752817062
677	0.1751751128
678	0.1751145005
679	0.1750559515
680	0.1749996776
681	0.1749098533
682	0.174796393
683	0.1746941733
684	0.1745453991
685	0.1744881854
686	0.1743713133
687	0.1743019287
688	0.1742365069
689	0.1741896361
690	0.1741502659
691	0.1740348947
692	0.173975386
693	0.1738984701
694	0.1737838055
695	0.1737177879
696	0.1736044081
697	0.1735481052
698	0.1735093069
699	0.1734479417
700	0.1733876988
701	0.1732470171
702	0.1732092419
703	0.1731173597
704	0.173037554
705	0.1729471509
706	0.1728664839
707	0.172804467
708	0.1727185818
709	0.1726187222
710	0.1725302977
711	0.1724318435
712	0.1723818499
713	0.1723129166
714	0.1722577553
715	0.1721763738
716	0.1720539562
717	0.171993006
718	0.1718971171
719	0.1718372706
720	0.1717778888
721	0.171668516
722	0.171602585
723	0.1715882289
724	0.1715222327
725	0.1713798726
726	0.1712969293
727	0.1712119245
728	0.1711128249
729	0.1710531482
730	0.1710128726
731	0.170877652
732	0.1707340955
733	0.1706464021
734	0.170589154
735	0.1704739714
736	0.1703898072
737	0.1703818087
738	0.1702011262
739	0.1701162975
740	0.1700035785
741	0.1699112628
742	0.1698636257
743	0.1698033462
744	0.16976684
745	0.1697130428
746	0.1696621637
747	0.169625961
748	0.1695930897
749	0.1695250263
750	0.1694779895
751	0.1694337015
752	0.1693278822
753	0.1692132931
754	0.169019087
755	0.1689661207
756	0.1687781808
757	0.168724883
758	0.1686462416
759	0.1685272686
760	0.1684659943
761	0.1684066911
762	0.1683757813
763	0.1683107071
764	0.168269511
765	0.1682027686
766	0.1681311818
767	0.1680409326
768	0.1679739178
769	0.1679359529
770	0.1678450175
771	0.1677860326
772	0.1677524544
773	0.1677352095
774	0.1677091935
775	0.1675774914
776	0.1675387288
777	0.1674680367
778	0.1674195622
779	0.1673545336
780	0.1671696829
781	0.1670428634
782	0.1669894037
783	0.1669029501
784	0.1668127552
785	0.1666734324
786	0.1665152794
787	0.1664608012
788	0.1663650436
789	0.1662794036
790	0.1662272048
791	0.1661614426
792	0.166050561
793	0.1659762363
794	0.1658969515
795	0.1657183616
796	0.165665724
797	0.1655903278
798	0.1655017137
799	0.1653779271
800	0.1653294583
801	0.1652910187
802	0.1652002637
803	0.1651678239
804	0.1650872535
805	0.165012352
806	0.1649108515
807	0.1648395421
808	0.1647693861
809	0.164726425
810	0.1646768206
811	0.1646112296
812	0.1644945854
813	0.1643563938
814	0.1642672173
815	0.1641866488
816	0.1641459685
817	0.1641112378
818	0.164006785
819	0.1639044581
820	0.1638216629
821	0.1637288035
822	0.1636671886
823	0.1635397812
824	0.1634507702
825	0.1633422658
826	0.1632432979
827	0.1632009301
828	0.1631625375
829	0.1630581007
830	0.1629859314
831	0.1629246934
832	0.1628864283
833	0.1628213325
834	0.1627506603
835	0.162618092
836	0.1625470707
837	0.162490991
838	0.1624418061
839	0.1623627574
840	0.1623412289
841	0.16224951
842	0.1621652735
843	0.1621072333
844	0.1620781787
845	0.1619993609
846	0.1619440441
847	0.1618756844
848	0.1617772052
849	0.1617357671
850	0.1616546403
851	0.1615634744
852	0.161470184
853	0.161436278
854	0.1612995368
855	0.1612219001
856	0.1611481051
857	0.1610063802
858	0.1608886499
859	0.1607732405
860	0.1606578217
861	0.1605193472
862	0.1604516856
863	0.1603485856
864	0.1602927339
865	0.1602215234
866	0.1600951438
867	0.1600187437
868	0.1599128039
869	0.1597991108
870	0.1597397003
871	0.1595922353
872	0.1595193955
873	0.1593818537
874	0.1593432041
875	0.1592339184
876	0.1591328133
877	0.1590362352
878	0.1588865332
879	0.1588362247
880	0.1587702182
881	0.1587160157
882	0.1586593544
883	0.1585630388
884	0.1585154464
885	0.158471235
886	0.1584115903
887	0.1583654209
888	0.1583101695
889	0.1581965327
890	0.1581269459
891	0.1580692335
892	0.1579649578
893	0.157894584
894	0.157792147
895	0.1577424705
896	0.1576984467
897	0.1576220974
898	0.1575236392
899	0.1574714976
900	0.1573901944
901	0.1572410782
902	0.1571903742
903	0.1571437981
904	0.1570191564
905	0.1569786441
906	0.1569427172
907	0.1568754502
908	0.1568076277
909	0.1567192714
910	0.1566588021
911	0.1565705748
912	0.1565087212
913	0.156460044
914	0.1563990629
915	0.1563651627
916	0.1562459705
917	0.1561418903
918	0.1560598752
919	0.1560175886
920	0.1559707753
921	0.1559064276
922	0.1558121425
923	0.1557295338
924	0.1556883604
925	0.1556457883
926	0.1555117969
927	0.1554571226
928	0.1553994626
929	0.1553266505
930	0.1552430766
931	0.1551107307
932	0.1549947181
933	0.1548908266
934	0.1548225312
935	0.1547862922
936	0.1547092703
937	0.1546490961
938	0.154517486
939	0.1544741919
940	0.1544038165
941	0.1543583416
942	0.1541981605
943	0.1541588062
944	0.1541037916
945	0.1540137781
946	0.1539709155
947	0.153854385
948	0.1537387556
949	0.1536402779
950	0.15354871
951	0.1534596188
952	0.1534206009
953	0.1533975226
954	0.1532816832
955	0.1532571425
956	0.1532173882
957	0.1531783524
958	0.1531475192
959	0.1531142728
960	0.1530903241
961	0.1529795978
962	0.1529055426
963	0.1528116388
964	0.1527246424
965	0.1526218545
966	0.1525640866
967	0.1524491045
968	0.1524103752
969	0.152321934
970	0.1521992488
971	0.1521208634
972	0.1519722472
973	0.1519342128
974	0.1518616315
975	0.1518177258
976	0.1517856423
977	0.1517047157
978	0.1516245533
979	0.1515556665
980	0.151514219
981	0.1514717186
982	0.1514359135
983	0.1513780123
984	0.1512735571
985	0.1512037905
986	0.1511137026
987	0.1509885964
988	0.150893628
989	0.1508425653
990	0.1507978164
991	0.1507165585
992	0.1506273834
993	0.1505622757
994	0.1504755565
995	0.1503816449
996	0.1503038049
997	0.1501733721
998	0.1501106703
999	0.1500745321
